handle,title,journal,year,vol,issue,page,end page,authors
RePEc:oup:apecpp:v:32:y:2010:i:1:p:1-3|Editorial|Applied Economic Perspectives and Policy|2010|32|1|1|3|Timothy Park
RePEc:oup:apecpp:v:32:y:2010:i:1:p:1-3|Editorial|Applied Economic Perspectives and Policy|2010|32|1|1|3|Tom Vukina
RePEc:oup:apecpp:v:32:y:2010:i:1:p:4-32|The Social Costs and Benefits of Biofuels: The Intersection of Environmental, Energy and Agricultural Policy|Applied Economic Perspectives and Policy|2010|32|1|4|32|Harry de Gorter
RePEc:oup:apecpp:v:32:y:2010:i:1:p:4-32|The Social Costs and Benefits of Biofuels: The Intersection of Environmental, Energy and Agricultural Policy|Applied Economic Perspectives and Policy|2010|32|1|4|32|David R. Just
RePEc:oup:apecpp:v:32:y:2010:i:1:p:33-58|The Political Economy of Agricultural and Food Policies: Recent Contributions, New Insights, and Areas for Further Research|Applied Economic Perspectives and Policy|2010|32|1|33|58|Johan F.M. Swinnen
RePEc:oup:apecpp:v:32:y:2010:i:1:p:59-76|Milk Marketing Order Winners and Losers|Applied Economic Perspectives and Policy|2010|32|1|59|76|Hayley H. Chouinard
RePEc:oup:apecpp:v:32:y:2010:i:1:p:59-76|Milk Marketing Order Winners and Losers|Applied Economic Perspectives and Policy|2010|32|1|59|76|Jeffrey M. Perloff
RePEc:oup:apecpp:v:32:y:2010:i:1:p:77-94|The Adequacy of Speculation in Agricultural Futures Markets: Too Much of a Good Thing?|Applied Economic Perspectives and Policy|2010|32|1|77|94|Dwight R. Sanders
RePEc:oup:apecpp:v:32:y:2010:i:1:p:77-94|The Adequacy of Speculation in Agricultural Futures Markets: Too Much of a Good Thing?|Applied Economic Perspectives and Policy|2010|32|1|77|94|Robert P. Merrin
RePEc:oup:apecpp:v:32:y:2010:i:1:p:95-116|Does Agricultural Trade Liberalization Reduce Rural Welfare in Less Developed Countries? The Case of CAFTA|Applied Economic Perspectives and Policy|2010|32|1|95|116|J. Edward Taylor
RePEc:oup:apecpp:v:32:y:2010:i:1:p:95-116|Does Agricultural Trade Liberalization Reduce Rural Welfare in Less Developed Countries? The Case of CAFTA|Applied Economic Perspectives and Policy|2010|32|1|95|116|Nancy Jesurun-Clements
RePEc:oup:apecpp:v:32:y:2010:i:1:p:117-134|What is the Future of Agricultural Economics Departments and the Agricultural and Applied Economics Association?|Applied Economic Perspectives and Policy|2010|32|1|117|134|Gregory M. Perry
RePEc:oup:apecpp:v:32:y:2010:i:1:p:135-153|Rural--Urban Differences in Childcare Subsidy Use and Employment Stability|Applied Economic Perspectives and Policy|2010|32|1|135|153|Elizabeth E. Davis
RePEc:oup:apecpp:v:32:y:2010:i:1:p:135-153|Rural--Urban Differences in Childcare Subsidy Use and Employment Stability|Applied Economic Perspectives and Policy|2010|32|1|135|153|Roberta B. Weber
RePEc:oup:apecpp:v:32:y:2010:i:1:p:154-169|The New Standing Disaster Program: A SURE Invitation to Moral Hazard Behavior|Applied Economic Perspectives and Policy|2010|32|1|154|169|Vincent H. Smith
RePEc:oup:apecpp:v:32:y:2010:i:1:p:154-169|The New Standing Disaster Program: A SURE Invitation to Moral Hazard Behavior|Applied Economic Perspectives and Policy|2010|32|1|154|169|Myles Watts
RePEc:oup:apecpp:v:32:y:2010:i:1:p:170-193|Do Direct Payments Distort Producers' Decisions? An Examination of the Farm Security and Rural Investment Act of 2002|Applied Economic Perspectives and Policy|2010|32|1|170|193|Erik J. O'Donoghue
RePEc:oup:apecpp:v:32:y:2010:i:1:p:170-193|Do Direct Payments Distort Producers' Decisions? An Examination of the Farm Security and Rural Investment Act of 2002|Applied Economic Perspectives and Policy|2010|32|1|170|193|James B. Whitaker
RePEc:oup:apecpp:v:32:y:2010:i:2:p:195-231|Krueger, Schiff, and Valdés Revisited: Agricultural Price and Trade Policy Reform in Developing Countries since 1960|Applied Economic Perspectives and Policy|2010|32|2|195|231|Kym Anderson
RePEc:oup:apecpp:v:32:y:2010:i:2:p:232-253|Immigration Reform: What Does It Mean for Agriculture and Rural America?|Applied Economic Perspectives and Policy|2010|32|2|232|253|Philip Martin
RePEc:oup:apecpp:v:32:y:2010:i:2:p:232-253|Immigration Reform: What Does It Mean for Agriculture and Rural America?|Applied Economic Perspectives and Policy|2010|32|2|232|253|Linda Calvin
RePEc:oup:apecpp:v:32:y:2010:i:2:p:254-274|The Impact of Preferential Trade Arrangements on EU Imports from Developing Countries: The Case of Fresh Cut Flowers|Applied Economic Perspectives and Policy|2010|32|2|254|274|Andrew Muhammad
RePEc:oup:apecpp:v:32:y:2010:i:2:p:254-274|The Impact of Preferential Trade Arrangements on EU Imports from Developing Countries: The Case of Fresh Cut Flowers|Applied Economic Perspectives and Policy|2010|32|2|254|274|Jennifer H. Dennis
RePEc:oup:apecpp:v:32:y:2010:i:2:p:275-297|Farm Animal Welfare, Consumer Willingness to Pay, and Trust: Results of a Cross-National Survey|Applied Economic Perspectives and Policy|2010|32|2|275|297|Giuseppe Nocella
RePEc:oup:apecpp:v:32:y:2010:i:2:p:275-297|Farm Animal Welfare, Consumer Willingness to Pay, and Trust: Results of a Cross-National Survey|Applied Economic Perspectives and Policy|2010|32|2|275|297|Riccardo Scarpa
RePEc:oup:apecpp:v:32:y:2010:i:2:p:298-318|An Investigation of Factors that Influence the Survival of Contracts in the DOCa Rioja Wine Industry|Applied Economic Perspectives and Policy|2010|32|2|298|318|Marta Fernández Olmos
RePEc:oup:apecpp:v:32:y:2010:i:2:p:319-337|Welfare Effects of Food Labels and Bans with Alternative Willingness to Pay Measures|Applied Economic Perspectives and Policy|2010|32|2|319|337|Jayson L. Lusk
RePEc:oup:apecpp:v:32:y:2010:i:2:p:319-337|Welfare Effects of Food Labels and Bans with Alternative Willingness to Pay Measures|Applied Economic Perspectives and Policy|2010|32|2|319|337|Stéphan Marette
RePEc:oup:apecpp:v:32:y:2010:i:2:p:338-354|Taxpayer Beliefs about Farm Income and Preferences for Farm Policy|Applied Economic Perspectives and Policy|2010|32|2|338|354|Brenna D. Ellison
RePEc:oup:apecpp:v:32:y:2010:i:2:p:338-354|Taxpayer Beliefs about Farm Income and Preferences for Farm Policy|Applied Economic Perspectives and Policy|2010|32|2|338|354|Brian C. Briggeman
RePEc:oup:apecpp:v:32:y:2010:i:3:p:355-385|Climate Change, Agriculture, and Poverty|Applied Economic Perspectives and Policy|2010|32|3|355|385|Thomas W. Hertel
RePEc:oup:apecpp:v:32:y:2010:i:3:p:355-385|Climate Change, Agriculture, and Poverty|Applied Economic Perspectives and Policy|2010|32|3|355|385|Stephanie D. Rosch
RePEc:oup:apecpp:v:32:y:2010:i:3:p:386-416|Adaptation of Agricultural and Food Systems to Climate Change: An Economic and Policy Perspective|Applied Economic Perspectives and Policy|2010|32|3|386|416|John M. Antle
RePEc:oup:apecpp:v:32:y:2010:i:3:p:386-416|Adaptation of Agricultural and Food Systems to Climate Change: An Economic and Policy Perspective|Applied Economic Perspectives and Policy|2010|32|3|386|416|Susan M. Capalbo
RePEc:oup:apecpp:v:32:y:2010:i:3:p:417-435|Clarifying Trade Costs: Maritime Transport and Its Effect on Agricultural Trade|Applied Economic Perspectives and Policy|2010|32|3|417|435|Jane Korinek
RePEc:oup:apecpp:v:32:y:2010:i:3:p:417-435|Clarifying Trade Costs: Maritime Transport and Its Effect on Agricultural Trade|Applied Economic Perspectives and Policy|2010|32|3|417|435|Patricia Sourdin
RePEc:oup:apecpp:v:32:y:2010:i:3:p:436-455|Non-Tariff Measures in Agri-Food Trade: What Do the Data Tell Us? Evidence from a Cluster Analysis on OECD Imports|Applied Economic Perspectives and Policy|2010|32|3|436|455|Anne-Célia Disdier
RePEc:oup:apecpp:v:32:y:2010:i:3:p:436-455|Non-Tariff Measures in Agri-Food Trade: What Do the Data Tell Us? Evidence from a Cluster Analysis on OECD Imports|Applied Economic Perspectives and Policy|2010|32|3|436|455|Frank van Tongeren
RePEc:oup:apecpp:v:32:y:2010:i:3:p:456-471|From Farm Management to Agricultural and Applied Economics: The Expansion of a Professional Society as Seen Through a Census of its Dissertations From 1951 to 2005|Applied Economic Perspectives and Policy|2010|32|3|456|471|Michael A. Boland
RePEc:oup:apecpp:v:32:y:2010:i:3:p:456-471|From Farm Management to Agricultural and Applied Economics: The Expansion of a Professional Society as Seen Through a Census of its Dissertations From 1951 to 2005|Applied Economic Perspectives and Policy|2010|32|3|456|471|John M. Crespi
RePEc:oup:apecpp:v:32:y:2010:i:3:p:472-488|Revenue Risk-Reduction Impacts of Crop Insurance in a Multicrop Framework|Applied Economic Perspectives and Policy|2010|32|3|472|488|Joshua D. Woodard
RePEc:oup:apecpp:v:32:y:2010:i:3:p:472-488|Revenue Risk-Reduction Impacts of Crop Insurance in a Multicrop Framework|Applied Economic Perspectives and Policy|2010|32|3|472|488|Gary D. Schnitkey
RePEc:oup:apecpp:v:32:y:2010:i:1:p:1-3|Editorial|Applied Economic Perspectives and Policy|2010|32|1|1|3|Timothy Park
RePEc:oup:apecpp:v:32:y:2010:i:1:p:1-3|Editorial|Applied Economic Perspectives and Policy|2010|32|1|1|3|Tom Vukina
RePEc:oup:apecpp:v:32:y:2010:i:1:p:4-32|The Social Costs and Benefits of Biofuels: The Intersection of Environmental, Energy and Agricultural Policy|Applied Economic Perspectives and Policy|2010|32|1|4|32|Harry de Gorter
RePEc:oup:apecpp:v:32:y:2010:i:1:p:4-32|The Social Costs and Benefits of Biofuels: The Intersection of Environmental, Energy and Agricultural Policy|Applied Economic Perspectives and Policy|2010|32|1|4|32|David R. Just
RePEc:oup:apecpp:v:32:y:2010:i:1:p:33-58|The Political Economy of Agricultural and Food Policies: Recent Contributions, New Insights, and Areas for Further Research|Applied Economic Perspectives and Policy|2010|32|1|33|58|Johan F.M. Swinnen
RePEc:oup:apecpp:v:32:y:2010:i:1:p:59-76|Milk Marketing Order Winners and Losers|Applied Economic Perspectives and Policy|2010|32|1|59|76|Hayley H. Chouinard
RePEc:oup:apecpp:v:32:y:2010:i:1:p:59-76|Milk Marketing Order Winners and Losers|Applied Economic Perspectives and Policy|2010|32|1|59|76|Jeffrey M. Perloff
RePEc:oup:apecpp:v:32:y:2010:i:1:p:77-94|The Adequacy of Speculation in Agricultural Futures Markets: Too Much of a Good Thing?|Applied Economic Perspectives and Policy|2010|32|1|77|94|Dwight R. Sanders
RePEc:oup:apecpp:v:32:y:2010:i:1:p:77-94|The Adequacy of Speculation in Agricultural Futures Markets: Too Much of a Good Thing?|Applied Economic Perspectives and Policy|2010|32|1|77|94|Robert P. Merrin
RePEc:oup:apecpp:v:32:y:2010:i:1:p:95-116|Does Agricultural Trade Liberalization Reduce Rural Welfare in Less Developed Countries? The Case of CAFTA|Applied Economic Perspectives and Policy|2010|32|1|95|116|J. Edward Taylor
RePEc:oup:apecpp:v:32:y:2010:i:1:p:95-116|Does Agricultural Trade Liberalization Reduce Rural Welfare in Less Developed Countries? The Case of CAFTA|Applied Economic Perspectives and Policy|2010|32|1|95|116|Nancy Jesurun-Clements
RePEc:oup:apecpp:v:32:y:2010:i:1:p:117-134|What is the Future of Agricultural Economics Departments and the Agricultural and Applied Economics Association?|Applied Economic Perspectives and Policy|2010|32|1|117|134|Gregory M. Perry
RePEc:oup:apecpp:v:32:y:2010:i:1:p:135-153|Rural--Urban Differences in Childcare Subsidy Use and Employment Stability|Applied Economic Perspectives and Policy|2010|32|1|135|153|Elizabeth E. Davis
RePEc:oup:apecpp:v:32:y:2010:i:1:p:135-153|Rural--Urban Differences in Childcare Subsidy Use and Employment Stability|Applied Economic Perspectives and Policy|2010|32|1|135|153|Roberta B. Weber
RePEc:oup:apecpp:v:32:y:2010:i:1:p:154-169|The New Standing Disaster Program: A SURE Invitation to Moral Hazard Behavior|Applied Economic Perspectives and Policy|2010|32|1|154|169|Vincent H. Smith
RePEc:oup:apecpp:v:32:y:2010:i:1:p:154-169|The New Standing Disaster Program: A SURE Invitation to Moral Hazard Behavior|Applied Economic Perspectives and Policy|2010|32|1|154|169|Myles Watts
RePEc:oup:apecpp:v:32:y:2010:i:1:p:170-193|Do Direct Payments Distort Producers' Decisions? An Examination of the Farm Security and Rural Investment Act of 2002|Applied Economic Perspectives and Policy|2010|32|1|170|193|Erik J. O'Donoghue
RePEc:oup:apecpp:v:32:y:2010:i:1:p:170-193|Do Direct Payments Distort Producers' Decisions? An Examination of the Farm Security and Rural Investment Act of 2002|Applied Economic Perspectives and Policy|2010|32|1|170|193|James B. Whitaker
RePEc:oup:apecpp:v:32:y:2010:i:2:p:195-231|Krueger, Schiff, and Valdés Revisited: Agricultural Price and Trade Policy Reform in Developing Countries since 1960|Applied Economic Perspectives and Policy|2010|32|2|195|231|Kym Anderson
RePEc:oup:apecpp:v:32:y:2010:i:2:p:232-253|Immigration Reform: What Does It Mean for Agriculture and Rural America?|Applied Economic Perspectives and Policy|2010|32|2|232|253|Philip Martin
RePEc:oup:apecpp:v:32:y:2010:i:2:p:232-253|Immigration Reform: What Does It Mean for Agriculture and Rural America?|Applied Economic Perspectives and Policy|2010|32|2|232|253|Linda Calvin
RePEc:oup:apecpp:v:32:y:2010:i:2:p:254-274|The Impact of Preferential Trade Arrangements on EU Imports from Developing Countries: The Case of Fresh Cut Flowers|Applied Economic Perspectives and Policy|2010|32|2|254|274|Andrew Muhammad
RePEc:oup:apecpp:v:32:y:2010:i:2:p:254-274|The Impact of Preferential Trade Arrangements on EU Imports from Developing Countries: The Case of Fresh Cut Flowers|Applied Economic Perspectives and Policy|2010|32|2|254|274|Jennifer H. Dennis
RePEc:oup:apecpp:v:32:y:2010:i:2:p:275-297|Farm Animal Welfare, Consumer Willingness to Pay, and Trust: Results of a Cross-National Survey|Applied Economic Perspectives and Policy|2010|32|2|275|297|Giuseppe Nocella
RePEc:oup:apecpp:v:32:y:2010:i:2:p:275-297|Farm Animal Welfare, Consumer Willingness to Pay, and Trust: Results of a Cross-National Survey|Applied Economic Perspectives and Policy|2010|32|2|275|297|Riccardo Scarpa
RePEc:oup:apecpp:v:32:y:2010:i:2:p:298-318|An Investigation of Factors that Influence the Survival of Contracts in the DOCa Rioja Wine Industry|Applied Economic Perspectives and Policy|2010|32|2|298|318|Marta Fernández Olmos
RePEc:oup:apecpp:v:32:y:2010:i:2:p:319-337|Welfare Effects of Food Labels and Bans with Alternative Willingness to Pay Measures|Applied Economic Perspectives and Policy|2010|32|2|319|337|Jayson L. Lusk
RePEc:oup:apecpp:v:32:y:2010:i:2:p:319-337|Welfare Effects of Food Labels and Bans with Alternative Willingness to Pay Measures|Applied Economic Perspectives and Policy|2010|32|2|319|337|Stéphan Marette
RePEc:oup:apecpp:v:32:y:2010:i:2:p:338-354|Taxpayer Beliefs about Farm Income and Preferences for Farm Policy|Applied Economic Perspectives and Policy|2010|32|2|338|354|Brenna D. Ellison
RePEc:oup:apecpp:v:32:y:2010:i:2:p:338-354|Taxpayer Beliefs about Farm Income and Preferences for Farm Policy|Applied Economic Perspectives and Policy|2010|32|2|338|354|Brian C. Briggeman
RePEc:oup:apecpp:v:32:y:2010:i:3:p:355-385|Climate Change, Agriculture, and Poverty|Applied Economic Perspectives and Policy|2010|32|3|355|385|Thomas W. Hertel
RePEc:oup:apecpp:v:32:y:2010:i:3:p:355-385|Climate Change, Agriculture, and Poverty|Applied Economic Perspectives and Policy|2010|32|3|355|385|Stephanie D. Rosch
RePEc:oup:apecpp:v:32:y:2010:i:3:p:386-416|Adaptation of Agricultural and Food Systems to Climate Change: An Economic and Policy Perspective|Applied Economic Perspectives and Policy|2010|32|3|386|416|John M. Antle
RePEc:oup:apecpp:v:32:y:2010:i:3:p:386-416|Adaptation of Agricultural and Food Systems to Climate Change: An Economic and Policy Perspective|Applied Economic Perspectives and Policy|2010|32|3|386|416|Susan M. Capalbo
RePEc:oup:apecpp:v:32:y:2010:i:3:p:417-435|Clarifying Trade Costs: Maritime Transport and Its Effect on Agricultural Trade|Applied Economic Perspectives and Policy|2010|32|3|417|435|Jane Korinek
RePEc:oup:apecpp:v:32:y:2010:i:3:p:417-435|Clarifying Trade Costs: Maritime Transport and Its Effect on Agricultural Trade|Applied Economic Perspectives and Policy|2010|32|3|417|435|Patricia Sourdin
RePEc:oup:apecpp:v:32:y:2010:i:3:p:436-455|Non-Tariff Measures in Agri-Food Trade: What Do the Data Tell Us? Evidence from a Cluster Analysis on OECD Imports|Applied Economic Perspectives and Policy|2010|32|3|436|455|Anne-Célia Disdier
RePEc:oup:apecpp:v:32:y:2010:i:3:p:436-455|Non-Tariff Measures in Agri-Food Trade: What Do the Data Tell Us? Evidence from a Cluster Analysis on OECD Imports|Applied Economic Perspectives and Policy|2010|32|3|436|455|Frank van Tongeren
RePEc:oup:apecpp:v:32:y:2010:i:3:p:456-471|From Farm Management to Agricultural and Applied Economics: The Expansion of a Professional Society as Seen Through a Census of its Dissertations From 1951 to 2005|Applied Economic Perspectives and Policy|2010|32|3|456|471|Michael A. Boland
RePEc:oup:apecpp:v:32:y:2010:i:3:p:456-471|From Farm Management to Agricultural and Applied Economics: The Expansion of a Professional Society as Seen Through a Census of its Dissertations From 1951 to 2005|Applied Economic Perspectives and Policy|2010|32|3|456|471|John M. Crespi
RePEc:oup:apecpp:v:32:y:2010:i:3:p:472-488|Revenue Risk-Reduction Impacts of Crop Insurance in a Multicrop Framework|Applied Economic Perspectives and Policy|2010|32|3|472|488|Joshua D. Woodard
RePEc:oup:apecpp:v:32:y:2010:i:3:p:472-488|Revenue Risk-Reduction Impacts of Crop Insurance in a Multicrop Framework|Applied Economic Perspectives and Policy|2010|32|3|472|488|Gary D. Schnitkey
RePEc:oup:apecpp:v:32:y:2010:i:3:p:489-514|A Microeconometric Analysis of Adapting Portfolios to Climate Change: Adoption of Agricultural Systems in Latin America|Applied Economic Perspectives and Policy|2010|32|3|489|514|S. Niggol Seo
RePEc:oup:apecpp:v:32:y:2010:i:4:p:515-548|The Power and Pitfalls of Experiments in Development Economics: Some Non-random Reflections|Applied Economic Perspectives and Policy|2010|32|4|515|548|Christopher B. Barrett
RePEc:oup:apecpp:v:32:y:2010:i:4:p:515-548|The Power and Pitfalls of Experiments in Development Economics: Some Non-random Reflections|Applied Economic Perspectives and Policy|2010|32|4|515|548|Michael R. Carter
RePEc:oup:apecpp:v:32:y:2010:i:4:p:549-563|The Experimental Mindset within Development Economics: Proper Use and Handling Are Everything|Applied Economic Perspectives and Policy|2010|32|4|549|563|Mariah Ehmke
RePEc:oup:apecpp:v:32:y:2010:i:4:p:549-563|The Experimental Mindset within Development Economics: Proper Use and Handling Are Everything|Applied Economic Perspectives and Policy|2010|32|4|549|563|Jason F. Shogren
